net,length_um
pp_inst.core_inst.asconp_i.x1\[36\],76.31µm
clknet_leaf_161_clk,76.26µm
_04311_,76.21µm
_11767_,76.16µm
spi_ctrl.cs_n_sync\[0\],76.16µm
clknet_leaf_82_clk,75.9µm
clknet_leaf_466_clk,75.76µm
clknet_leaf_142_clk,75.75µm
clknet_leaf_162_clk,75.75µm
clknet_leaf_589_clk,75.75µm
pp_inst.core_inst.key_q\[37\],75.7µm
spi_ctrl.tx_shift_reg\[21\],75.7µm
clknet_leaf_57_clk,75.7µm
clknet_leaf_239_clk,75.7µm
clknet_leaf_348_clk,75.7µm
clknet_leaf_353_clk,75.7µm
_04871_,75.65µm
_05861_,75.65µm
spi_ctrl.word_buf\[0\],75.65µm
_11272_,75.6µm
_12070_,75.6µm
clknet_leaf_403_clk,75.6µm
clknet_leaf_339_clk,75.34µm
clknet_leaf_384_clk,75.34µm
clknet_leaf_500_clk,75.29µm
clknet_leaf_236_clk,75.23µm
_10532_,75.19µm
clknet_leaf_213_clk,75.19µm
clknet_leaf_301_clk,75.19µm
clknet_leaf_328_clk,75.19µm
_09431_,75.14µm
_09648_,75.14µm
_06477_,75.09µm
_09657_,75.09µm
pp_inst.core_inst.key_q\[54\],75.09µm
_03549_,75.04µm
_04460_,75.04µm
_12062_,75.04µm
clknet_leaf_207_clk,74.63µm
pp_inst.core_inst.asconp_i.x4\[42\],74.58µm
pp_inst.core_inst.asconp_i.x4\[7\],74.58µm
clknet_leaf_198_clk,74.58µm
clknet_leaf_463_clk,74.58µm
_06354_,74.53µm
_09205_,74.53µm
_05261_,74.48µm
_05850_,74.48µm
key\[7\],74.48µm
clknet_leaf_78_clk,74.3µm
clknet_leaf_219_clk,74.17µm
clknet_leaf_27_clk,74.12µm
clknet_leaf_170_clk,74.12µm
clknet_leaf_29_clk,74.07µm
_09296_,74.02µm
_09358_,74.02µm
_11683_,74.02µm
pp_inst.core_inst.key_q\[4\],74.02µm
spi_ctrl.byte_cnt\[0\],74.02µm
clknet_leaf_206_clk,74.02µm
_05134_,73.92µm
_07679_,73.92µm
_12224_,73.92µm
clknet_leaf_66_clk,73.64µm
clknet_leaf_220_clk,73.61µm
clknet_leaf_484_clk,73.56µm
clknet_leaf_158_clk,73.51µm
clknet_leaf_246_clk,73.51µm
pp_inst.core_inst.key_q\[10\],73.46µm
pp_inst.core_inst.key_q\[51\],73.46µm
pp_inst.core_inst.key_q\[84\],73.46µm
_11340_,73.41µm
_06560_,73.36µm
clknet_leaf_406_clk,73.05µm
pp_inst.core_inst.asconp_i.x0\[40\],72.95µm
clknet_leaf_101_clk,72.95µm
_07104_,72.9µm
_09183_,72.9µm
clknet_leaf_23_clk,72.9µm
clknet_leaf_482_clk,72.9µm
_05805_,72.85µm
_09539_,72.85µm
_11484_,72.8µm
_11919_,72.8µm
pp_inst.core_inst.asconp_i.x1\[58\],72.49µm
clknet_leaf_440_clk,72.49µm
key\[10\],72.44µm
net985,72.44µm
clknet_leaf_75_clk,72.44µm
clknet_leaf_497_clk,72.44µm
_09356_,72.39µm
pp_inst.core_inst.asconp_i.x0\[36\],72.39µm
pp_inst.core_inst.asconp_i.x2\[32\],72.39µm
pp_inst.core_inst.asconp_i.x4\[19\],72.39µm
clknet_leaf_2_clk,72.39µm
clknet_leaf_284_clk,72.39µm
clknet_leaf_369_clk,72.39µm
clknet_leaf_370_clk,72.34µm
clknet_leaf_436_clk,72.34µm
clknet_leaf_566_clk,72.34µm
_07105_,72.29µm
_03404_,72.24µm
_04628_,72.24µm
_05021_,72.24µm
_11461_,72.24µm
_12017_,71.88µm
net1755,71.88µm
clknet_leaf_215_clk,71.88µm
clknet_leaf_223_clk,71.88µm
key\[11\],71.83µm
key_ready,71.83µm
pp_inst.core_inst.asconp_i.x4\[44\],71.83µm
clknet_leaf_115_clk,71.83µm
clknet_leaf_146_clk,71.83µm
_05552_,71.78µm
_09223_,71.78µm
_09662_,71.78µm
clknet_leaf_414_clk,71.78µm
clknet_leaf_382_clk,71.73µm
_03857_,71.68µm
_09368_,71.68µm
clknet_leaf_503_clk,71.32µm
clknet_leaf_522_clk,71.32µm
_09241_,71.27µm
_10411_,71.27µm
pp_inst.core_inst.key_q\[2\],71.27µm
clknet_leaf_442_clk,71.27µm
clknet_leaf_38_clk,71.22µm
clknet_leaf_282_clk,71.22µm
_10328_,71.17µm
pp_inst.fifo_data\[30\]\[13\],71.17µm
_03979_,71.12µm
_06691_,71.12µm
_12106_,71.12µm
pp_inst.core_inst.asconp_i.x1\[27\],70.86µm
_09348_,70.76µm
clknet_leaf_104_clk,70.76µm
clknet_leaf_180_clk,70.76µm
_09646_,70.71µm
_10618_,70.71µm
clknet_leaf_124_clk,70.71µm
clknet_leaf_486_clk,70.71µm
clknet_leaf_563_clk,70.71µm
pp_inst.core_inst.asconp_i.x1\[26\],70.66µm
pp_inst.core_inst.key_q\[3\],70.66µm
clknet_leaf_96_clk,70.66µm
clknet_leaf_188_clk,70.66µm
clknet_leaf_260_clk,70.66µm
clknet_leaf_413_clk,70.66µm
clknet_leaf_580_clk,70.66µm
pp_inst.core_inst.asconp_i.x1\[33\],70.61µm
clknet_leaf_327_clk,70.61µm
_04186_,70.56µm
_07549_,70.56µm
pp_inst.core_inst.asconp_i.x1\[10\],70.48µm
clknet_leaf_287_clk,70.25µm
clknet_leaf_502_clk,70.25µm
pp_inst.core_inst.asconp_i.x1\[53\],70.2µm
clknet_leaf_392_clk,70.2µm
clknet_leaf_592_clk,70.2µm
clknet_leaf_114_clk,70.15µm
clknet_leaf_273_clk,70.15µm
clknet_leaf_381_clk,70.15µm
clknet_leaf_525_clk,70.1µm
pp_inst.fifo_data\[18\]\[1\],70.05µm
_11850_,70µm
clknet_leaf_362_clk,69.99µm
clknet_leaf_355_clk,69.64µm
clknet_leaf_90_clk,69.59µm
clknet_leaf_401_clk,69.59µm
clknet_leaf_456_clk,69.59µm
clknet_leaf_588_clk,69.59µm
_10926_,69.54µm
spi_ctrl.word_buf\[5\],69.54µm
_09600_,69.49µm
pp_inst.core_inst.key_q\[29\],69.49µm
clknet_leaf_28_clk,69.49µm
clknet_leaf_195_clk,69.49µm
_03960_,69.44µm
_06612_,69.44µm
clknet_leaf_368_clk,69.13µm
pp_inst.core_inst.asconp_i.x1\[40\],69.03µm
pp_inst.core_inst.asconp_i.x4\[27\],69.03µm
clknet_leaf_95_clk,69.03µm
clknet_leaf_159_clk,69.03µm
clknet_leaf_350_clk,69.03µm
clknet_leaf_490_clk,69.03µm
clknet_leaf_154_clk,68.98µm
_00070_,68.93µm
pp_inst.core_inst.asconp_i.x2\[35\],68.93µm
pp_inst.core_inst.asconp_i.x4\[16\],68.93µm
_04574_,68.88µm
_10149_,68.88µm
clknet_leaf_155_clk,68.57µm
pp_inst.core_inst.asconp_i.x0\[55\],68.52µm
net1640,68.52µm
pp_inst.core_inst.asconp_i.x2\[6\],68.47µm
clknet_leaf_77_clk,68.47µm
clknet_leaf_347_clk,68.47µm
_06886_,68.42µm
key\[29\],68.42µm
clknet_leaf_182_clk,68.42µm
clknet_leaf_424_clk,68.42µm
clknet_leaf_664_clk,68.42µm
_05392_,68.37µm
_08736_,68.37µm
_09124_,68.37µm
_09757_,68.37µm
_12051_,68.37µm
_03575_,68.32µm
_04309_,68.32µm
_11363_,68.32µm
net449,68.32µm
clknet_leaf_313_clk,68.06µm
_07479_,68.01µm
clknet_leaf_533_clk,68.01µm
clknet_leaf_550_clk,68.01µm
_11988_,67.96µm
net1781,67.96µm
clknet_leaf_152_clk,67.96µm
clknet_leaf_374_clk,67.96µm
_09701_,67.91µm
pp_inst.core_inst.asconp_i.x1\[32\],67.91µm
clknet_leaf_445_clk,67.91µm
clknet_leaf_383_clk,67.86µm
_06865_,67.81µm
_12091_,67.81µm
net2,67.81µm
clknet_leaf_138_clk,67.81µm
clknet_leaf_531_clk,67.81µm
_08506_,67.76µm
_09739_,67.4µm
pp_inst.core_inst.asconp_i.x0\[60\],67.4µm
pp_inst.core_inst.asconp_i.x0\[7\],67.4µm
pp_inst.core_inst.asconp_i.x3\[46\],67.4µm
clknet_leaf_116_clk,67.4µm
clknet_leaf_144_clk,67.4µm
clknet_leaf_627_clk,67.4µm
_09235_,67.35µm
pp_inst.core_inst.asconp_i.x2\[33\],67.35µm
clknet_leaf_217_clk,67.35µm
clknet_leaf_494_clk,67.35µm
_12283_,67.3µm
clknet_leaf_508_clk,67.3µm
_04469_,67.2µm
pp_inst.core_inst.asconp_i.x2\[25\],67.17µm
pp_inst.core_inst.asconp_i.x2\[24\],67.02µm
pp_inst.core_inst.asconp_i.x1\[34\],66.89µm
clknet_leaf_135_clk,66.89µm
clknet_leaf_136_clk,66.84µm
clknet_leaf_189_clk,66.84µm
clknet_leaf_407_clk,66.84µm
_09610_,66.79µm
pp_inst.core_inst.key_q\[46\],66.79µm
clknet_leaf_507_clk,66.79µm
pp_inst.core_inst.asconp_i.x0\[41\],66.74µm
clknet_leaf_58_clk,66.74µm
clknet_leaf_312_clk,66.74µm
clknet_leaf_472_clk,66.74µm
clknet_leaf_638_clk,66.74µm
_04164_,66.69µm
_04998_,66.69µm
_09392_,66.69µm
_11943_,66.69µm
_09373_,66.64µm
_11280_,66.64µm
pp_inst.core_inst.key_q\[62\],66.64µm
clknet_leaf_0_clk,66.28µm
pp_inst.core_inst.asconp_i.x4\[8\],66.28µm
clknet_leaf_88_clk,66.28µm
clknet_leaf_296_clk,66.28µm
_10432_,66.23µm
pp_inst.core_inst.asconp_i.x4\[15\],66.23µm
net37,66.23µm
clknet_leaf_153_clk,66.23µm
pp_inst.core_inst.asconp_i.x2\[15\],66.18µm
clknet_leaf_244_clk,66.18µm
clknet_leaf_518_clk,66.18µm
_03383_,66.13µm
_05947_,66.13µm
_11936_,66.13µm
pp_inst.core_inst.key_q\[117\],66.13µm
pp_inst.core_inst.asconp_i.x1\[46\],65.77µm
pp_inst.core_inst.asconp_i.x0\[33\],65.67µm
pp_inst.core_inst.mode_q\[1\],65.67µm
clknet_leaf_280_clk,65.67µm
_04179_,65.57µm
_12012_,65.52µm
pp_inst.core_inst.key_q\[66\],65.52µm
_09193_,65.16µm
clknet_leaf_528_clk,65.16µm
pp_inst.core_inst.asconp_i.x0\[63\],65.11µm
clknet_leaf_299_clk,65.11µm
_06237_,65.06µm
_09140_,65.06µm
_09352_,65.06µm
clknet_leaf_332_clk,65.06µm
clknet_leaf_351_clk,65.06µm
_11160_,65.01µm
_11357_,65.01µm
pp_inst.core_inst.asconp_i.x0\[53\],65.01µm
clknet_leaf_380_clk,65.01µm
_03864_,64.96µm
_03975_,64.96µm
_03988_,64.96µm
_06757_,64.96µm
_09294_,64.96µm
_11423_,64.96µm
clknet_leaf_476_clk,64.96µm
_09996_,64.7µm
_09592_,64.6µm
_11918_,64.6µm
pp_inst.core_inst.asconp_i.x0\[62\],64.6µm
pp_inst.core_inst.asconp_i.x4\[61\],64.6µm
net474,64.6µm
_09734_,64.55µm
pp_inst.core_inst.key_q\[52\],64.55µm
clknet_leaf_11_clk,64.55µm
clknet_leaf_85_clk,64.55µm
clknet_leaf_156_clk,64.5µm
clknet_leaf_573_clk,64.5µm
clknet_leaf_636_clk,64.5µm
_03806_,64.45µm
_10286_,64.45µm
_10654_,64.45µm
_10958_,64.45µm
_11051_,64.45µm
pp_inst.core_inst.key_q\[118\],64.45µm
clknet_leaf_523_clk,64.45µm
clknet_leaf_610_clk,64.45µm
_03613_,64.4µm
_05785_,64.4µm
_06565_,64.4µm
_09642_,64.4µm
_11886_,64.4µm
_10000_,63.99µm
pp_inst.core_inst.key_q\[47\],63.99µm
net371,63.99µm
clknet_leaf_130_clk,63.99µm
clknet_leaf_455_clk,63.99µm
_09530_,63.94µm
_12019_,63.94µm
pp_inst.core_inst.asconp_i.x4\[54\],63.94µm
pp_inst.core_inst.key_q\[17\],63.94µm
clknet_leaf_438_clk,63.94µm
clknet_leaf_648_clk,63.94µm
_06199_,63.89µm
_06230_,63.89µm
_09219_,63.89µm
_11998_,63.89µm
bdi_eoi,63.89µm
clknet_leaf_173_clk,63.89µm
clknet_leaf_596_clk,63.89µm
_05878_,63.84µm
_06208_,63.84µm
_06411_,63.84µm
clknet_leaf_495_clk,63.48µm
_04604_,63.43µm
_09173_,63.43µm
_11967_,63.43µm
clknet_leaf_202_clk,63.43µm
_09404_,63.38µm
clknet_leaf_415_clk,63.38µm
pp_inst.core_inst.key_q\[113\],63.33µm
pp_inst.wr_ptr\[0\],63.33µm
_03566_,63.28µm
_04303_,63.28µm
_06768_,63.28µm
_11438_,63.28µm
_11500_,63.28µm
_11578_,63.28µm
_12052_,63.28µm
clknet_leaf_470_clk,62.97µm
clknet_leaf_148_clk,62.87µm
clknet_leaf_269_clk,62.87µm
_06963_,62.82µm
_09390_,62.82µm
_10269_,62.82µm
_03634_,62.77µm
_06435_,62.77µm
clknet_leaf_539_clk,62.77µm
_03784_,62.72µm
_05218_,62.72µm
_09712_,62.72µm
_11327_,62.72µm
_11580_,62.72µm
_11730_,62.72µm
_11966_,62.72µm
_12241_,62.72µm
pp_inst.core_inst.key_q\[116\],62.72µm
pp_inst.core_inst.asconp_i.x1\[21\],62.36µm
clknet_leaf_126_clk,62.36µm
clknet_leaf_640_clk,62.36µm
_04581_,62.31µm
_06962_,62.31µm
pp_inst.core_inst.key_q\[6\],62.31µm
clknet_leaf_264_clk,62.31µm
clknet_leaf_427_clk,62.31µm
pp_inst.core_inst.asconp_i.x1\[19\],62.26µm
clknet_leaf_157_clk,62.26µm
_05285_,62.21µm
_09204_,62.21µm
_11344_,62.21µm
clknet_leaf_530_clk,62.21µm
_03691_,62.16µm
_07275_,62.16µm
_09462_,62.16µm
_10769_,62.16µm
_11396_,62.16µm
pp_inst.core_inst.key_q\[30\],62.16µm
clknet_leaf_426_clk,62.16µm
pp_inst.core_inst.asconp_i.x4\[32\],61.8µm
net1771,61.8µm
_09315_,61.75µm
clknet_leaf_49_clk,61.75µm
clknet_leaf_80_clk,61.75µm
clknet_leaf_386_clk,61.75µm
clknet_leaf_493_clk,61.75µm
clknet_leaf_473_clk,61.7µm
_09497_,61.65µm
_09525_,61.65µm
_12000_,61.65µm
_12137_,61.65µm
clknet_leaf_294_clk,61.65µm
_03971_,61.6µm
_11621_,61.6µm
pp_inst.core_inst.asconp_i.x0\[46\],61.39µm
net478,61.34µm
clknet_leaf_89_clk,61.34µm
_09105_,61.24µm
pp_inst.core_inst.key_q\[127\],61.24µm
pp_inst.core_inst.key_q\[33\],61.24µm
clknet_leaf_247_clk,61.24µm
clknet_leaf_258_clk,61.24µm
clknet_leaf_457_clk,61.24µm
pp_inst.core_inst.asconp_i.x0\[49\],61.19µm
clknet_leaf_346_clk,61.19µm
_09717_,61.14µm
pp_inst.core_inst.asconp_i.x4\[40\],61.14µm
clknet_leaf_326_clk,61.14µm
spi_ctrl.tx_shift_reg\[17\],61.09µm
clknet_leaf_4_clk,61.09µm
_12128_,61.04µm
pp_inst.core_inst.asconp_i.x4\[18\],60.73µm
clknet_leaf_376_clk,60.73µm
clknet_leaf_417_clk,60.73µm
_10693_,60.63µm
pp_inst.core_inst.mode_q\[3\],60.63µm
clknet_leaf_22_clk,60.63µm
_09337_,60.58µm
_09905_,60.58µm
pp_inst.core_inst.key_q\[53\],60.58µm
_09212_,60.53µm
clknet_leaf_224_clk,60.53µm
clknet_leaf_512_clk,60.53µm
_03497_,60.48µm
_03904_,60.48µm
_04482_,60.48µm
_06270_,60.48µm
net1044,60.48µm
_09345_,60.27µm
pp_inst.core_inst.asconp_i.x1\[29\],60.22µm
pp_inst.core_inst.asconp_i.round_cnt\[3\],60.17µm
clknet_leaf_541_clk,60.12µm
_09361_,60.07µm
pp_inst.core_inst.asconp_i.x0\[57\],60.07µm
clknet_leaf_60_clk,60.07µm
clknet_leaf_185_clk,60.07µm
_09125_,60.02µm
clknet_leaf_510_clk,60.02µm
clknet_leaf_529_clk,60.02µm
clknet_leaf_540_clk,60.02µm
clknet_leaf_662_clk,60.02µm
_01285_,59.97µm
_05107_,59.97µm
_09127_,59.97µm
_05987_,59.92µm
_11297_,59.92µm
clknet_leaf_149_clk,59.56µm
clknet_leaf_187_clk,59.56µm
clknet_leaf_422_clk,59.56µm
clknet_leaf_1_clk,59.51µm
_03568_,59.46µm
_11878_,59.46µm
pp_inst.core_inst.asconp_i.x2\[59\],59.46µm
clknet_leaf_272_clk,59.46µm
_05153_,59.41µm
_09670_,59.41µm
_10862_,59.41µm
pp_inst.core_inst.key_q\[110\],59.41µm
pp_inst.core_inst.key_q\[79\],59.41µm
_03548_,59.36µm
_03661_,59.36µm
_04517_,59.36µm
_06385_,59.36µm
_06701_,59.36µm
_10339_,59.36µm
clknet_leaf_268_clk,59.05µm
_10960_,59µm
clknet_leaf_197_clk,59µm
_09354_,58.95µm
clknet_leaf_556_clk,58.95µm
clknet_leaf_584_clk,58.95µm
_10230_,58.9µm
pp_inst.fifo_data\[63\]\[5\],58.9µm
clknet_leaf_277_clk,58.9µm
clknet_leaf_400_clk,58.9µm
clknet_leaf_462_clk,58.9µm
clknet_leaf_633_clk,58.9µm
clknet_leaf_93_clk,58.85µm
_05349_,58.8µm
pp_inst.core_inst.key_q\[81\],58.8µm
pp_inst.core_inst.asconp_i.x2\[16\],58.49µm
clknet_leaf_97_clk,58.39µm
_09534_,58.34µm
_12037_,58.34µm
pp_inst.core_inst.key_q\[43\],58.34µm
pp_inst.core_inst.mode_q\[2\],58.34µm
clknet_leaf_651_clk,58.34µm
_11902_,58.29µm
pp_inst.core_inst.asconp_i.x0\[20\],58.29µm
pp_inst.core_inst.asconp_i.x4\[62\],58.29µm
_04335_,58.24µm
_04519_,58.24µm
_05475_,58.24µm
clknet_leaf_331_clk,57.99µm
clknet_leaf_333_clk,57.98µm
_10806_,57.88µm
_10840_,57.88µm
pp_inst.core_inst.asconp_i.x0\[22\],57.88µm
pp_inst.core_inst.asconp_i.x0\[61\],57.88µm
pp_inst.core_inst.asconp_i.x1\[60\],57.88µm
clknet_leaf_364_clk,57.88µm
clknet_leaf_443_clk,57.88µm
pp_inst.core_inst.key_q\[50\],57.83µm
pp_inst.core_inst.key_q\[97\],57.83µm
clknet_leaf_140_clk,57.83µm
clknet_leaf_555_clk,57.83µm
_04396_,57.73µm
_09603_,57.73µm
_10698_,57.73µm
pp_inst.core_inst.asconp_i.x2\[20\],57.73µm
pp_inst.core_inst.key_q\[21\],57.73µm
pp_inst.fifo_data\[6\]\[9\],57.73µm
_09667_,57.68µm
_10555_,57.68µm
spi_ctrl.byte_cnt\[1\],57.37µm
clknet_leaf_425_clk,57.37µm
_09102_,57.32µm
_09528_,57.32µm
pp_inst.core_inst.key_q\[15\],57.27µm
clknet_leaf_571_clk,57.27µm
clknet_leaf_574_clk,57.27µm
pp_inst.core_inst.asconp_i.x0\[30\],57.22µm
pp_inst.core_inst.reg_cnt_i.data_q\[1\],57.22µm
clknet_leaf_87_clk,57.22µm
clknet_leaf_431_clk,57.22µm
clknet_leaf_601_clk,57.22µm
_09533_,57.17µm
_09587_,57.17µm
clknet_leaf_123_clk,57.17µm
clknet_leaf_397_clk,57.17µm
_08473_,57.12µm
clknet_leaf_129_clk,56.81µm
_09341_,56.76µm
clknet_leaf_298_clk,56.76µm
_09464_,56.71µm
_09731_,56.71µm
pp_inst.core_inst.asconp_i.x4\[29\],56.71µm
pp_inst.core_inst.key_q\[105\],56.71µm
_04772_,56.66µm
_05793_,56.66µm
pp_inst.fifo_data\[27\]\[1\],56.66µm
net444,56.66µm
clknet_leaf_568_clk,56.66µm
_03813_,56.61µm
_04514_,56.61µm
_09295_,56.61µm
_09503_,56.61µm
pp_inst.core_inst.key_q\[70\],56.61µm
pp_inst.core_inst.reg_fsm_i.data_q\[6\],56.61µm
clknet_leaf_233_clk,56.61µm
clknet_leaf_491_clk,56.61µm
_09269_,56.56µm
_11990_,56.15µm
clknet_leaf_56_clk,56.15µm
clknet_leaf_479_clk,56.15µm
_09218_,56.1µm
_11905_,56.1µm
_12014_,56.1µm
clknet_leaf_582_clk,56.1µm
_04395_,56.05µm
_05106_,56.05µm
_09755_,56.05µm
key\[17\],56.05µm
net3,56.05µm
_04095_,56µm
_04465_,56µm
_05887_,56µm
_05988_,56µm
_08240_,56µm
clknet_leaf_435_clk,55.74µm
pp_inst.core_inst.asconp_i.x1\[7\],55.64µm
_09819_,55.59µm
key\[2\],55.59µm
pp_inst.core_inst.asconp_i.x2\[62\],55.59µm
pp_inst.core_inst.msg_pad_q,55.59µm
clknet_leaf_538_clk,55.59µm
pp_inst.core_inst.key_q\[14\],55.54µm
spi_ctrl.word_buf\[12\],55.54µm
_06970_,55.49µm
_08934_,55.49µm
_09779_,55.49µm
_11702_,55.49µm
_01995_,55.44µm
_03477_,55.44µm
_04449_,55.44µm
_04945_,55.44µm
_06229_,55.44µm
_11387_,55.44µm
pp_inst.core_inst.asconp_i.x0\[26\],55.44µm
clknet_leaf_44_clk,55.08µm
clknet_leaf_517_clk,55.08µm
_09794_,55.03µm
_10459_,55.03µm
pp_inst.core_inst.key_q\[74\],55.03µm
clknet_leaf_74_clk,55.03µm
clknet_leaf_423_clk,54.98µm
clknet_leaf_599_clk,54.98µm
_04487_,54.93µm
_06966_,54.93µm
_09803_,54.93µm
_12227_,54.93µm
pp_inst.core_inst.key_q\[101\],54.93µm
pp_inst.fifo_data\[28\]\[5\],54.93µm
clknet_leaf_40_clk,54.93µm
clknet_leaf_61_clk,54.93µm
clknet_leaf_252_clk,54.93µm
_04394_,54.88µm
_10294_,54.88µm
_10819_,54.88µm
_12294_,54.88µm
clknet_leaf_410_clk,54.88µm
_10572_,54.57µm
pp_inst.core_inst.asconp_i.x4\[5\],54.57µm
clknet_leaf_105_clk,54.57µm
_09136_,54.52µm
clknet_leaf_45_clk,54.47µm
clknet_leaf_194_clk,54.47µm
clknet_leaf_496_clk,54.47µm
_12099_,54.42µm
mode\[0\],54.42µm
pp_inst.core_inst.key_q\[67\],54.42µm
spi_ctrl.state\[7\],54.42µm
clknet_leaf_167_clk,54.42µm
clknet_leaf_358_clk,54.42µm
clknet_leaf_419_clk,54.42µm
clknet_leaf_461_clk,54.42µm
_09114_,54.37µm
_11246_,54.37µm
pp_inst.core_inst.asconp_i.x0\[42\],54.37µm
pp_inst.core_inst.key_q\[85\],54.37µm
net1747,54.37µm
clknet_leaf_69_clk,54.37µm
clknet_leaf_141_clk,54.37µm
clknet_leaf_536_clk,54.37µm
clknet_leaf_576_clk,54.37µm
pp_inst.core_inst.asconp_i.x0\[47\],54.14µm
pp_inst.core_inst.asconp_i.x2\[7\],54.01µm
clknet_leaf_3_clk,53.96µm
pp_inst.core_inst.asconp_i.x1\[44\],53.91µm
clknet_leaf_177_clk,53.91µm
clknet_leaf_183_clk,53.91µm
clknet_leaf_398_clk,53.91µm
clknet_leaf_572_clk,53.91µm
_09272_,53.86µm
clknet_leaf_48_clk,53.86µm
clknet_leaf_122_clk,53.86µm
_04088_,53.81µm
_06059_,53.81µm
_09180_,53.81µm
_09612_,53.81µm
_11952_,53.81µm
pp_inst.core_inst.key_q\[115\],53.81µm
clknet_leaf_505_clk,53.81µm
clknet_leaf_511_clk,53.81µm
clknet_leaf_585_clk,53.81µm
_04004_,53.76µm
_04159_,53.76µm
_04322_,53.76µm
_05757_,53.76µm
_08254_,53.76µm
_09216_,53.35µm
clknet_leaf_70_clk,53.35µm
clknet_leaf_211_clk,53.35µm
_09853_,53.3µm
pp_inst.core_inst.asconp_i.x2\[39\],53.3µm
pp_inst.core_inst.key_q\[20\],53.3µm
clknet_leaf_283_clk,53.3µm
clknet_leaf_429_clk,53.3µm
_04499_,53.25µm
pp_inst.core_inst.asconp_i.x0\[28\],53.25µm
net1404,53.25µm
_03388_,53.2µm
pp_inst.core_inst.asconp_i.x2\[34\],52.84µm
pp_inst.core_inst.asconp_i.x4\[35\],52.84µm
clknet_leaf_111_clk,52.84µm
pp_inst.core_inst.key_q\[45\],52.79µm
pp_inst.core_inst.key_q\[68\],52.79µm
clknet_leaf_119_clk,52.79µm
clknet_leaf_209_clk,52.79µm
clknet_leaf_454_clk,52.79µm
_12002_,52.74µm
pp_inst.core_inst.reg_cnt_i.data_q\[0\],52.74µm
spi_ctrl.tx_shift_reg\[5\],52.74µm
clknet_leaf_433_clk,52.74µm
clknet_leaf_504_clk,52.74µm
_04014_,52.69µm
_09155_,52.69µm
pp_inst.fifo_data\[40\]\[1\],52.69µm
net1170,52.69µm
clknet_leaf_569_clk,52.69µm
_09582_,52.64µm
clknet_leaf_76_clk,52.28µm
pp_inst.core_inst.asconp_i.x2\[58\],52.23µm
_10039_,52.18µm
pp_inst.core_inst.asconp_i.x0\[44\],52.18µm
clknet_leaf_621_clk,52.18µm
_09387_,52.13µm
_09795_,52.13µm
_10583_,52.13µm
pp_inst.core_inst.asconp_i.x2\[4\],52.13µm
pp_inst.fifo_data\[5\]\[1\],52.13µm
spi_ctrl.tx_shift_reg\[6\],52.13µm
clknet_leaf_121_clk,52.13µm
clknet_leaf_133_clk,52.13µm
clknet_leaf_251_clk,52.13µm
clknet_leaf_526_clk,52.13µm
_04457_,52.08µm
_09507_,52.08µm
_11276_,52.08µm
_11748_,52.08µm
_11891_,52.08µm
pp_inst.fifo_data\[28\]\[1\],52.08µm
pp_inst.fifo_data\[6\]\[5\],52.08µm
pp_inst.core_inst.asconp_i.x1\[24\],51.77µm
clknet_leaf_172_clk,51.72µm
clknet_leaf_235_clk,51.72µm
clknet_leaf_498_clk,51.72µm
bdi_type\[1\],51.67µm
pp_inst.core_inst.asconp_i.x2\[19\],51.67µm
clknet_leaf_5_clk,51.67µm
_03442_,51.62µm
_05940_,51.62µm
pp_inst.core_inst.asconp_i.x2\[44\],51.62µm
clknet_leaf_300_clk,51.62µm
clknet_leaf_656_clk,51.62µm
_04241_,51.57µm
_12170_,51.57µm
pp_inst.fifo_data\[51\]\[15\],51.57µm
_03514_,51.52µm
_09555_,51.52µm
_09689_,51.52µm
clknet_leaf_262_clk,51.51µm
clknet_leaf_492_clk,51.44µm
_04599_,51.11µm
_09491_,51.11µm
_09661_,51.11µm
pp_inst.core_inst.asconp_i.x0\[45\],51.11µm
pp_inst.core_inst.asconp_i.x4\[30\],51.11µm
net1443,51.11µm
clknet_leaf_635_clk,51.11µm
_09246_,51.06µm
pp_inst.core_inst.key_q\[114\],51.06µm
clknet_leaf_581_clk,51.06µm
_03867_,51.01µm
_04154_,51.01µm
key\[1\],51.01µm
pp_inst.core_inst.auth_intern_d,51.01µm
pp_inst.core_inst.key_q\[107\],51.01µm
_04455_,50.96µm
_05908_,50.96µm
_09463_,50.55µm
pp_inst.core_inst.asconp_i.x0\[13\],50.55µm
clknet_leaf_639_clk,50.55µm
_11148_,50.5µm
clknet_leaf_137_clk,50.5µm
clknet_leaf_303_clk,50.5µm
_04321_,50.45µm
_11929_,50.45µm
clknet_leaf_375_clk,50.45µm
clknet_leaf_567_clk,50.45µm
clknet_leaf_637_clk,50.45µm
_03761_,50.4µm
_03934_,50.4µm
_05626_,50.4µm
clknet_leaf_622_clk,50.4µm
_09376_,50.12µm
_10837_,50.09µm
pp_inst.core_inst.asconp_i.x0\[27\],50.04µm
pp_inst.core_inst.asconp_i.x4\[39\],49.99µm
clknet_leaf_171_clk,49.99µm
clknet_leaf_545_clk,49.99µm
_11794_,49.94µm
clknet_leaf_26_clk,49.94µm
clknet_leaf_36_clk,49.94µm
clknet_leaf_447_clk,49.94µm
clknet_leaf_471_clk,49.94µm
_10536_,49.89µm
_09300_,49.58µm
clknet_leaf_128_clk,49.48µm
_05320_,49.43µm
_09198_,49.43µm
pp_inst.core_inst.asconp_i.x4\[57\],49.43µm
