Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_225_453,VDD,Metal1,261.9000,898.1125,4.999410
FILLER_225_422,VDD,Metal1,243.3200,897.6800,4.999439
FILLER_225_395,VDD,Metal1,228.2000,897.6800,4.999439
FILLER_225_385,VDD,Metal1,222.6000,897.6800,4.999456
FILLER_225_383,VDD,Metal1,221.7600,897.6800,4.999456
FILLER_225_379,VDD,Metal1,220.4600,898.1125,4.999457
FILLER_225_352,VDD,Metal1,204.1200,897.6800,4.999478
FILLER_225_348,VDD,Metal1,202.1600,897.6800,4.999481
FILLER_225_344,VDD,Metal1,200.8600,898.1125,4.999481
FILLER_225_282,VDD,Metal1,166.1400,898.1125,4.999528
FILLER_225_279,VDD,Metal1,163.2400,897.6800,4.999528
FILLER_225_273,VDD,Metal1,159.8800,897.6800,4.999523
FILLER_225_264,VDD,Metal1,154.8400,897.6800,4.999521
FILLER_225_260,VDD,Metal1,153.8200,898.1125,4.999521
FILLER_225_223,VDD,Metal1,134.3465,898.2565,4.999520
FILLER_225_214,VDD,Metal1,126.8400,897.6800,4.999521
FILLER_225_212,VDD,Metal1,126.0000,897.6800,4.999529
FILLER_225_209,VDD,Metal1,124.0400,897.6800,4.999540
FILLER_225_179,VDD,Metal1,107.2400,897.6800,4.999548
FILLER_225_171,VDD,Metal1,105.2265,898.2565,4.999553
FILLER_225_136,VDD,Metal1,84.3800,898.1125,4.999592
FILLER_225_106,VDD,Metal1,66.3600,897.6800,4.999607
FILLER_225_104,VDD,Metal1,65.5200,897.6800,4.999621
FILLER_225_72,VDD,Metal1,56.6755,898.4485,4.999622
FILLER_225_66,VDD,Metal1,45.1800,898.1125,4.999648
FILLER_225_2,VDD,Metal1,26.4750,898.4940,4.999649
FILLER_224_1609,VDD,Metal1,908.3200,897.6800,4.999718
FILLER_224_1577,VDD,Metal1,899.4755,896.9110,4.999718
FILLER_224_1571,VDD,Metal1,887.9800,897.2475,4.999718
FILLER_224_1507,VDD,Metal1,869.2750,896.8655,4.999718
FILLER_224_1501,VDD,Metal1,848.7800,897.2475,4.999718
FILLER_224_1437,VDD,Metal1,830.0750,896.8655,4.999718
FILLER_224_1431,VDD,Metal1,809.5800,897.2475,4.999718
FILLER_224_1367,VDD,Metal1,790.8750,896.8655,4.999718
FILLER_224_1364,VDD,Metal1,770.8400,897.6800,4.999718
FILLER_224_1362,VDD,Metal1,770.0000,897.6800,4.999718
FILLER_224_1358,VDD,Metal1,768.7000,897.2475,4.999718
FILLER_224_1350,VDD,Metal1,765.4665,897.1030,4.999718
FILLER_224_1334,VDD,Metal1,758.8480,896.9880,4.999718
FILLER_224_1302,VDD,Metal1,745.4755,896.9110,4.999709
FILLER_224_1293,VDD,Metal1,731.3600,897.6800,4.999700
FILLER_224_1277,VDD,Metal1,726.9280,896.9880,4.999699
FILLER_224_1262,VDD,Metal1,714.0000,897.6800,4.999668
FILLER_224_1254,VDD,Metal1,711.7065,897.1030,4.999648
FILLER_224_1227,VDD,Metal1,694.4000,897.6800,4.999647
